   id    |                      position                      |        altitude         |         type          |               name               |  callsign   | player |         group_name          | coalition | heading | speed |         updated_at         | context | standard_identity | symbol_set | status | hqtf_dummy | amplifier | entity | entity_type | entity_sub_type | sector_one_modifier | sector_two_modifier 
 1000008 | 0101000020E6100000EB789CEEE24F42403B96B159A8994640 |       39.62275314331055 | Leopard-2             | RangeCL10b#001-03                |             |        | RangeCL10b#001              |         1 |       0 |     0 | 2023-05-22 22:24:50.41805  |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000009 | 0101000020E610000044A56942DD4F4240ED07F2AA9D994640 |       39.32162857055664 | Leopard-2             | RangeCL10b#001-04                |             |        | RangeCL10b#001              |         1 |      81 |     0 | 2023-05-22 22:24:50.41805  |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000010 | 0101000020E610000086D8E917155042406AFCFD5FB7994640 |      40.534217834472656 | Leopard-2             | RangeCL10b#001-05                |             |        | RangeCL10b#001              |         1 |     344 |     0 | 2023-05-22 22:24:50.41805  |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000011 | 0101000020E6100000E57A005F5F504240640F25C6C8994640 |       41.73534393310547 | Leopard-2             | RangeCL10b#001-06                |             |        | RangeCL10b#001              |         1 |      77 |     0 | 2023-05-22 22:24:50.41805  |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000012 | 0101000020E6100000F239C64CF64F424020413C58AC994640 |       39.93611145019531 | Leopard-2             | RangeCL10b#001-07                |             |        | RangeCL10b#001              |         1 |     360 |     0 | 2023-05-22 22:24:50.41805  |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000013 | 0101000020E61000005EF0CD4FE14F424095B3ACD4B1994640 |      39.814083099365234 | Leopard-2             | RangeCL10b#001-08                |             |        | RangeCL10b#001              |         1 |       0 |     0 | 2023-05-22 22:24:50.41805  |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000014 | 0101000020E61000009DE60BB909504240C78F9B4CC1994640 |       40.62327575683594 | Leopard-2             | RangeCL10b#001-09                |             |        | RangeCL10b#001              |         1 |      73 |     0 | 2023-05-22 22:24:50.41805  |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000015 | 0101000020E6100000C0AC60D606504240BC633793B6994640 |      40.353790283203125 | Leopard-2             | RangeCL10b#001-10                |             |        | RangeCL10b#001              |         1 |     345 |     0 | 2023-05-22 22:24:50.41805  |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000016 | 0101000020E61000006B42449A1D5042409FA768ADC2994640 |       40.88169479370117 | Leopard-2             | RangeCL10b#001-11                |             |        | RangeCL10b#001              |         1 |     348 |     0 | 2023-05-22 22:24:50.41805  |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000017 | 0101000020E610000060003277F44F4240BB2B4E8FB6994640 |       40.13975143432617 | Leopard-2             | RangeCL10b#001-12                |             |        | RangeCL10b#001              |         1 |       0 |     0 | 2023-05-22 22:24:50.41805  |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000018 | 0101000020E61000002F4605AEEC4F42404B8127DCBB994640 |       40.16929244995117 | Leopard-2             | RangeCL10b#001-13                |             |        | RangeCL10b#001              |         1 |      45 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000019 | 0101000020E610000078ED66020550424005DFEFDEAB994640 |       40.09722900390625 | Leopard-2             | RangeCL10b#001-14                |             |        | RangeCL10b#001              |         1 |       0 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000020 | 0101000020E610000032EABB6D20504240F5CDD346B4994640 |       40.59028244018555 | Leopard-2             | RangeCL10b#001-15                |             |        | RangeCL10b#001              |         1 |     186 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000021 | 0101000020E6100000C8AE5745115042409FADFA36AE994640 |      40.286766052246094 | Leopard-2             | RangeCL10b#001-16                |             |        | RangeCL10b#001              |         1 |       0 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000022 | 0101000020E61000005D4B95F8EC4F4240B67DD923A4994640 |      39.647010803222656 | Leopard-2             | RangeCL10b#001-17                |             |        | RangeCL10b#001              |         1 |       0 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000023 | 0101000020E610000030E10C472E5042406A05390EB6994640 |      40.781654357910156 | Leopard-2             | RangeCL10b#001-18                |             |        | RangeCL10b#001              |         1 |       0 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000024 | 0101000020E610000031EEF505F74F424061C77CDBA0994640 |      39.692142486572266 | Leopard-2             | RangeCL10b#001-19                |             |        | RangeCL10b#001              |         1 |       0 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000025 | 0101000020E61000001C0228F70F50424027D7EE10A5994640 |      40.067115783691406 | Leopard-2             | RangeCL10b#001-20                |             |        | RangeCL10b#001              |         1 |       0 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000026 | 0101000020E610000076540129DE50424095A7E0BD03994640 |       38.31886672973633 | Leopard-2             | RangeCL10b#001-21                |             |        | RangeCL10b#001              |         1 |       0 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000027 | 0101000020E610000068173B173F5042408B50DF32FD984640 |       36.71364974975586 | Leopard-2             | RangeCL10b#001-22                |             |        | RangeCL10b#001              |         1 |       0 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 6 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000029 | 0101000020E6100000196856E7F84F42400F182C6EC2994640 |        40.4566535949707 | KAMAZ Truck           | RangeCL10c#001-01                |             |        | RangeCL10c#001              |         2 |     254 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
 1000030 | 0101000020E61000003F49C7C503504240739F66859C994640 |      39.740718841552734 | UAZ-469               | RangeCL10c#001-02                |             |        | RangeCL10c#001              |         2 |     254 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
 1000031 | 0101000020E61000009C51EBDACF4F4240C2988E29A6994640 |       39.35358810424805 | LAZ Bus               | RangeCL10c#001-03                |             |        | RangeCL10c#001              |         2 |     197 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
 1000032 | 0101000020E6100000CB09C88718504240BB276136C0994640 |       40.76982879638672 | Ural ATsP-6           | RangeCL10c#001-04                |             |        | RangeCL10c#001              |         2 |     348 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
 1000034 | 0101000020E6100000FAD42B5BCC464440D5ED8B790D5A4640 |       277.3371887207031 | T-80UD                | RangeXQ89#001-01                 |             |        | RangeXQ89#001               |         2 |     191 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000035 | 0101000020E61000008FFE4971B8434440F32F29AC735A4640 |      247.70664978027344 | T-80UD                | RangeXQ89#001-02                 |             |        | RangeXQ89#001               |         2 |     223 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000036 | 0101000020E6100000720ACA49134644406B40A5753A594640 |      278.16021728515625 | T-80UD                | RangeXQ89#001-03                 |             |        | RangeXQ89#001               |         2 |      27 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000037 | 0101000020E61000004A331FC0B34644401DF2EE8FA1584640 |      283.67437744140625 | T-80UD                | RangeXQ89#001-04                 |             |        | RangeXQ89#001               |         2 |     315 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000038 | 0101000020E6100000AB6FC13DFA444440D62BB01D55594640 |       259.1668701171875 | T-80UD                | RangeXQ89#001-05                 |             |        | RangeXQ89#001               |         2 |     309 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000039 | 0101000020E61000004F9AB09C09444440F3C08D65095A4640 |       268.8297424316406 | BMP-3                 | RangeXQ89#001-06                 |             |        | RangeXQ89#001               |         2 |      86 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 3 |         10 |      0 |          0 |         0 |     12 |           5 |               1 |                   9 |                  51
 1000040 | 0101000020E6100000CB783E10B1434440C5E60827495A4640 |       253.8928680419922 | BMD-1                 | RangeXQ89#001-07                 |             |        | RangeXQ89#001               |         2 |     121 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
 1000041 | 0101000020E6100000A4C69867BD464440C5B66B7A54594640 |      283.86151123046875 | Scud_B                | RangeXQ89#001-08                 |             |        | RangeXQ89#001               |         2 |     274 |     0 | 2023-05-22 22:24:50.418051 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
 1000042 | 0101000020E61000005460BA2F8D454440BAA83EB1745A4640 |          277.7392578125 | Land_Rover_109_S3     | RangeXQ89#001-09                 |             |        | RangeXQ89#001               |         2 |     213 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
   13525 | 0101000020E61000006C2204335C7142406DD50EB701924640 |       37.20268630981445 | M978 HEMTT Tanker     | Novorossiyk TCN-1-7              |             |        | Novorossiyk TCN-1           |         3 |     179 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 0 |         10 |      0 |          0 |         0 |     16 |          20 |               0 |                   0 |                  51
 1000043 | 0101000020E6100000C0BEE43EDD444440689E279998594640 |       265.1922607421875 | Grad-URAL             | RangeXQ89#001-10                 |             |        | RangeXQ89#001               |         2 |     245 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
   13526 | 0101000020E6100000F4AAB399FE7042409AC664D2CF914640 |      33.731807708740234 | M 818                 | Novorossiyk TCN-1-2              |             |        | Novorossiyk TCN-1           |         3 |     179 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 0 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
 1000044 | 0101000020E61000009EA619E187444440D3EE3889BD594640 |      266.77471923828125 | KrAZ6322              | RangeXQ89#001-11                 |             |        | RangeXQ89#001               |         2 |     115 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
   13527 | 0101000020E61000002F6F61C7AB71424052070EC0F3914640 |       39.23535919189453 | M 818                 | Novorossiyk TCN-1-8              |             |        | Novorossiyk TCN-1           |         3 |     179 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 0 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
   13528 | 0101000020E61000008C77B72E7F71424074F15841DF914640 |      37.820106506347656 | M978 HEMTT Tanker     | Novorossiyk TCN-1-9              |             |        | Novorossiyk TCN-1           |         3 |     179 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 0 |         10 |      0 |          0 |         0 |     16 |          20 |               0 |                   0 |                  51
 1000045 | 0101000020E6100000ABF53B7B4C4644405D1E439DFB584640 |       279.4476013183594 | T-80UD                | RangeXQ89#001-12                 |             |        | RangeXQ89#001               |         2 |     191 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
   13529 | 0101000020E6100000228BE1D5A271424064A8F34AF4914640 |       38.99152755737305 | M978 HEMTT Tanker     | Novorossiyk TCN-1-10             |             |        | Novorossiyk TCN-1           |         3 |     179 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 0 |         10 |      0 |          0 |         0 |     16 |          20 |               0 |                   0 |                  51
 1000253 | 0101000020E6100000800C7843B7C14640C55743B6B2E44540 |        10667.9951171875 | E-3A                  | rAWACS_AID-9-01                  | Overlord1-1 |        | rAWACS_AID-9                |         2 |     344 |   209 | 2023-05-23 11:25:20.071816 |       0 |                 3 |          1 |      0 |          0 |         0 |     11 |           1 |              16 |                   0 |                  10
 1000263 | 0101000020E610000013631541C7244240649BE44DB2BE4540 |         4267.2001953125 | KC130                 | VMGR-234_AID-22-01               | Arco5-1     |        | VMGR-234_AID-22             |         3 |     180 |   143 | 2023-05-23 11:25:20.071816 |       0 |                 0 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
 1000054 | 0101000020E6100000A26B0E7D7B424440A882E37DA1A64640 |      101.12709045410156 | Leopard-2             | RangeYR22b#001-01                |             |        | RangeYR22b#001              |         2 |     193 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000055 | 0101000020E6100000BBB80840AC4344403B572D0A8EA64640 |       97.52767944335938 | Leopard-2             | RangeYR22b#001-02                |             |        | RangeYR22b#001              |         2 |     193 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000056 | 0101000020E610000041E2D266E5424440739E170E99A64640 |       99.22404479980469 | Leopard-2             | RangeYR22b#001-03                |             |        | RangeYR22b#001              |         2 |     193 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000057 | 0101000020E610000025AB8090664444409F4780A784A64640 |       99.16667175292969 | Leopard-2             | RangeYR22b#001-04                |             |        | RangeYR22b#001              |         2 |     193 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000058 | 0101000020E6100000E49149B7454344406F16E06393A64640 |       96.99650573730469 | Leopard-2             | RangeYR22b#001-05                |             |        | RangeYR22b#001              |         2 |     193 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000059 | 0101000020E61000006BA7040E0644444067D769FF8AA64640 |       98.42630004882812 | Leopard-2             | RangeYR22b#001-06                |             |        | RangeYR22b#001              |         2 |     193 |     0 | 2023-05-22 22:24:50.418052 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000060 | 0101000020E61000007147F9A27B43444042CA0A61B8A64640 |       98.88042449951172 | Leopard-2             | RangeYR22b#001-07                |             |        | RangeYR22b#001              |         2 |     193 |     0 | 2023-05-22 22:24:50.418053 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000061 | 0101000020E61000004829726B734344407150F4EA6BA64640 |       97.42940521240234 | Leopard-2             | RangeYR22b#001-08                |             |        | RangeYR22b#001              |         2 |     193 |     0 | 2023-05-22 22:24:50.418053 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000062 | 0101000020E6100000DBEA1F326D434440F675E74032A64640 |       99.72704315185547 | Leopard-2             | RangeYR22b#001-09                |             |        | RangeYR22b#001              |         2 |     193 |     0 | 2023-05-22 22:24:50.418053 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000063 | 0101000020E6100000BD5A61E7824344407FB12D44EAA64640 |       101.4593505859375 | Leopard-2             | RangeYR22b#001-10                |             |        | RangeYR22b#001              |         2 |     193 |     0 | 2023-05-22 22:24:50.418053 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000064 | 0101000020E61000003CFF0BC489434440555EC9D01DA74640 |      103.72907257080078 | Leopard-2             | RangeYR22b#001-11                |             |        | RangeYR22b#001              |         2 |     193 |     0 | 2023-05-22 22:24:50.418053 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000065 | 0101000020E61000008015777B69434440E9F2487001A64640 |      101.55914306640625 | Leopard-2             | RangeYR22b#001-12                |             |        | RangeYR22b#001              |         2 |     193 |     0 | 2023-05-22 22:24:50.418053 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
 1000067 | 0101000020E610000031805B1A504244409D994C03A4A64640 |      101.66378021240234 | Sandbox               | RangeYR22c#001-01                |             |        | RangeYR22c#001              |         2 |      51 |     0 | 2023-05-22 22:24:50.418053 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
 1000068 | 0101000020E6100000292BD3498D4344403C73F1D33AA74640 |       104.4822006225586 | Sandbox               | RangeYR22c#001-02                |             |        | RangeYR22c#001              |         2 |      51 |     0 | 2023-05-22 22:24:50.418053 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
 1000069 | 0101000020E6100000833A74EB6A4344406C4FF1A6EBA54640 |      101.84248352050781 | Sandbox               | RangeYR22c#001-03                |             |        | RangeYR22c#001              |         2 |      51 |     0 | 2023-05-22 22:24:50.418053 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
 1000070 | 0101000020E6100000DC1B90E0924444401FB60CCF83A64640 |          99.72021484375 | Sandbox               | RangeYR22c#001-04                |             |        | RangeYR22c#001              |         2 |      51 |     0 | 2023-05-22 22:24:50.418053 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
 1000071 | 0101000020E610000079E545CA7C4344403F6EB2948FA64640 |       96.87965393066406 | Bunker                | RangeYR22c#001-05                |             |        | RangeYR22c#001              |         2 |      51 |     0 | 2023-05-22 22:24:50.418053 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
   13555 | 0101000020E61000005FFBFD7F4FF241401DFF06C2CA934640 |       50.55282974243164 | M978 HEMTT Tanker     | Ground-6-1                       |             |        | LZ Sparrow-2                |         3 |     222 |     0 | 2023-05-22 22:24:50.418053 |       0 |                 0 |         10 |      0 |          0 |         0 |     16 |          20 |               0 |                   0 |                  51
   13556 | 0101000020E6100000A840353151F24140795265A3C9934640 |       50.55282974243164 | M 818                 | Ground-6-2                       |             |        | LZ Sparrow-2                |         3 |     222 |     0 | 2023-05-22 22:24:50.418053 |       0 |                 0 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
 1000230 | 0101000020E6100000879B9882EF2643400538358CCC0B4740 |        6400.90869140625 | KC135MPRS             | 384th ARS_AID-30-01              | Texaco1-1   |        | 384th ARS_AID-30            |         3 |     351 |   194 | 2023-05-23 11:25:20.071818 |       0 |                 0 |          1 |      0 |          0 |         0 |     11 |           1 |               9 |                   0 |                   5
 1000214 | 0101000020E6100000974123C071984340EB4A6583E9834640 |      46.837982177734375 | NASAMS_Command_Post   | SAM Site 829819011 Command Post  |             |        | SAM Site 829819011          |         3 |       0 |     0 | 2023-05-23 03:31:43.814769 |       0 |                 0 |         15 |      0 |          0 |        31 |     20 |           8 |               0 |                   0 |                   0
 1000256 | 0101000020E61000005E540EEEF9A343403FB290916F8A4640 |        1002.06103515625 | E-3A                  | 960thAACS_AID-44-01              | Darkstar2-1 |        | 960thAACS_AID-44            |         3 |     178 |   104 | 2023-05-23 11:25:20.071816 |       0 |                 0 |          1 |      0 |          0 |         0 |     11 |           1 |              16 |                   0 |                  10
 1000266 | 0101000020E610000060871BA33DFC44407483905707A54540 |                    7620 | E-3A                  | 960thAACS_AID-43-01              | Darkstar2-1 |        | 960thAACS_AID-43            |         3 |     295 |   250 | 2023-05-23 11:25:20.071816 |       0 |                 0 |          1 |      0 |          0 |         0 |     11 |           1 |              16 |                   0 |                  10
 1000234 | 0101000020E6100000569BCC0500404340D327E26981F24640 |       81.05570983886719 | KC135MPRS             | 384th ARS_AID-31-01              | Texaco1-1   |        | 384th ARS_AID-31            |         3 |     348 |   141 | 2023-05-23 11:25:20.071818 |       0 |                 0 |          1 |      0 |          0 |         0 |     11 |           1 |               9 |                   0 |                   5
 1000244 | 0101000020E6100000BAE2F94415064440E2235EAA35C94540 |          8229.599609375 | KC-135                | 384thBoom_AID-55-01              | Shell1-1    |        | 384thBoom_AID-55            |         3 |      17 |   248 | 2023-05-23 11:25:20.071818 |       0 |                 0 |          1 |      0 |          0 |         0 |     11 |           1 |               9 |                   0 |                   4
 1000258 | 0101000020E61000000288806E60EB45407DE193D6C53A4440 |                   10668 | E-3A                  | rAWACS_AID-10-01                 | Overlord1-1 |        | rAWACS_AID-10               |         2 |     180 |   211 | 2023-05-23 11:25:20.071816 |       0 |                 3 |          1 |      0 |          0 |         0 |     11 |           1 |              16 |                   0 |                  10
 1000268 | 0101000020E61000006AF951024E9843406CB24B4634854640 |       37.76091766357422 | KC-135                | 384thBoom_AID-54-01              | Shell1-1    |        | 384thBoom_AID-54            |         3 |      47 |     8 | 2023-05-23 11:25:20.071816 |       0 |                 0 |          1 |      0 |          0 |         0 |     11 |           1 |               9 |                   0 |                   4
 1000227 | 0101000020E61000000EA6A5046688434051ED235E077D4640 |      1809.1956787109375 | KC135MPRS             | 384th ARS_AID-28-01              | Texaco1-1   |        | 384th ARS_AID-28            |         3 |     219 |   119 | 2023-05-23 11:25:20.071818 |       0 |                 0 |          1 |      0 |          0 |         0 |     11 |           1 |               9 |                   0 |                   5
